,latitude,longitude,qtd
582,-16.62385758392871,-49.30811248249405,14.0
583,-16.630485214104944,-49.30055373661024,3.0
584,-16.665720851778524,-49.29464270311497,7.0
585,-16.619908131817134,-49.26640390133278,5.0
586,-16.618186992240595,-49.227235049914704,8.0
587,-16.600650033368904,-49.27037307029506,13.0
588,-16.630645256297274,-49.18223956095527,8.0
589,-16.676450308894598,-49.1904579796874,3.0
590,-16.595300062485663,-49.29190945310509,12.0
591,-16.682180818812885,-49.21116549815155,4.0
592,-16.747539765605293,-49.17632487972939,15.0
593,-16.64621163000301,-49.25555931065618,8.0
594,-16.58632540073011,-49.213812867773306,2.0
595,-16.67142371390626,-49.25509125297842,2.0
596,-16.612407975846647,-49.27846227812097,9.0
597,-16.63780752223677,-49.20164691731703,15.0
598,-16.632857624377465,-49.23441995488387,1.0
599,-16.636620967488575,-49.30146361184212,11.0
600,-16.682837481681457,-49.26535924322044,13.0
601,-16.623751670172307,-49.15924996529412,10.0
602,-16.70073770196365,-49.25667300982669,7.0
603,-16.5931409126779,-49.30647411286178,6.0
604,-16.5989186451896,-49.26783627132997,6.0
605,-16.62265240449082,-49.27162631104507,9.0
606,-16.716051999703218,-49.226857155408695,3.0
607,-16.692491036865757,-49.2461481474252,3.0
608,-16.668636173662563,-49.263391970258446,12.0
609,-16.66712690736194,-49.24219772632854,3.0
610,-16.56935594677971,-49.225886130127584,13.0
611,-16.622782796655144,-49.25270328128772,4.0
612,-16.58061169988983,-49.271783934502885,10.0
613,-16.723268447933524,-49.22421540533293,6.0
614,-16.630283994561523,-49.21041387170082,4.0
615,-16.567078808846038,-49.28472954313333,2.0
616,-16.636500439736853,-49.27589087356111,3.0
617,-16.73518235429209,-49.21633465725005,5.0
618,-16.62274890511628,-49.25611296431813,12.0
619,-16.718996700331736,-49.27597091255328,5.0
620,-16.719132430099098,-49.24801853521233,15.0
621,-16.615231007101027,-49.23058952748937,2.0
622,-16.658447597160336,-49.29540620684895,1.0
623,-16.67738730092432,-49.27312566073892,12.0
624,-16.636626847674695,-49.20213629764279,3.0
625,-16.653780916563186,-49.28770016354531,8.0
626,-16.566352629215224,-49.15268592796989,5.0
627,-16.577215679611548,-49.323968326039065,5.0
628,-16.66373744925076,-49.318163598426224,14.0
629,-16.687411336382063,-49.26569536945378,13.0
630,-16.740478514255713,-49.29355036346127,2.0
631,-16.566239256364884,-49.25747688183026,13.0
632,-16.67370902033006,-49.37813248593604,12.0
633,-16.670579279586548,-49.22837693770537,5.0
634,-16.66106519886169,-49.209077383235325,15.0
635,-16.601021246112857,-49.19491453054603,1.0
636,-16.66523820926338,-49.26459238343072,15.0
637,-16.70598305759279,-49.24935073704642,7.0
638,-16.59506404784023,-49.27731180594881,7.0
639,-16.624785358196764,-49.18600361657128,1.0
640,-16.71231400683496,-49.26111499388346,10.0
641,-16.64135894405331,-49.32481491455729,15.0
642,-16.698033279277446,-49.25669176517745,9.0
643,-16.682949819756896,-49.19688994814518,5.0
644,-16.60653717369315,-49.20683464507104,5.0
645,-16.62581117449254,-49.191563875959744,2.0
646,-16.623061487448915,-49.25081786057364,13.0
647,-16.721150480823074,-49.31842795800647,13.0
648,-16.733206992864574,-49.26256129822694,14.0
649,-16.658019322535147,-49.31386042477361,11.0
650,-16.63006705390744,-49.27711055662434,13.0
651,-16.675296898228286,-49.20431501733163,6.0
652,-16.610044420923845,-49.22102168129307,5.0
653,-16.552792471448846,-49.24157485836993,9.0
654,-16.67573525029385,-49.3197648296524,13.0
655,-16.60551622092575,-49.2150075937038,7.0
656,-16.77380396079974,-49.2503749920426,10.0
657,-16.69379070442955,-49.2091368194875,10.0
658,-16.697840317182003,-49.19623880454108,1.0
659,-16.56037616472961,-49.269812494179256,8.0
660,-16.67592337212583,-49.25245829871843,12.0
661,-16.668245032772955,-49.37314175655676,4.0
662,-16.779641297168943,-49.25620963514354,13.0
663,-16.655909069013937,-49.192109029515024,8.0
664,-16.696404328051116,-49.33128741147544,13.0
665,-16.594323862953843,-49.24695435022062,12.0
666,-16.6204212026057,-49.25094200632616,11.0
667,-16.691680432022014,-49.28803274676825,10.0
668,-16.704126312944652,-49.272516651862624,6.0
669,-16.45806565738353,-49.1784150308526,8.0
670,-16.657616119813255,-49.22809824548364,2.0
671,-16.700527235730277,-49.25569780880024,11.0
672,-16.60654375800377,-49.239417319899815,13.0
673,-16.68893874105367,-49.27328601383058,8.0
674,-16.609985296355603,-49.32105105115706,1.0
675,-16.68290182527628,-49.24432443271072,4.0
676,-16.63623549455285,-49.33642216189601,6.0
677,-16.596916087528705,-49.29870415827808,8.0
678,-16.63401998806809,-49.16921840924599,10.0
679,-16.718766777660726,-49.246033870643664,6.0
680,-16.685661069211644,-49.34052148921367,3.0
681,-16.65179258565617,-49.25535258751999,1.0
682,-16.630142519979096,-49.19927726365415,13.0
683,-16.667068188565086,-49.24664025627741,2.0
684,-16.638010563079515,-49.225496898039474,13.0
685,-16.665198785792526,-49.30152106185593,10.0
686,-16.642310833197673,-49.27266581383626,1.0
687,-16.67394276698807,-49.23162602302136,15.0
688,-16.706215178935214,-49.277576694461445,10.0
689,-16.637836601941505,-49.23240333284198,15.0
690,-16.66426438461155,-49.29532444892047,4.0
691,-16.61884346456625,-49.21806788093578,7.0
692,-16.609687983026166,-49.24259626595612,7.0
693,-16.621025497433326,-49.21563801190064,7.0
694,-16.635373258712537,-49.24208424897839,12.0
695,-16.68627045116132,-49.23717782444717,7.0
696,-16.605506347923814,-49.16102667803949,4.0
697,-16.65031008237964,-49.3043472733305,9.0
698,-16.681948442379607,-49.23816598489944,11.0
699,-16.622779142025802,-49.232251845180656,3.0
700,-16.684711203253464,-49.21856904169277,5.0
701,-16.634298365553292,-49.296308376777446,14.0
702,-16.602907048946143,-49.26044053748559,3.0
703,-16.713276504612022,-49.21767213165471,1.0
704,-16.578005965700868,-49.168226251650346,15.0
705,-16.690612435302626,-49.15266686789969,12.0
706,-16.660974088740826,-49.23852304262456,15.0
707,-16.667769048986408,-49.28370252617092,15.0
708,-16.694751928166223,-49.25732604848542,15.0
709,-16.628181660930007,-49.237305508819,1.0
710,-16.645747179748906,-49.29572503764543,13.0
711,-16.64983316481931,-49.200097393763095,2.0
712,-16.65066343161168,-49.2245027559428,12.0
713,-16.65478407125689,-49.24390279482551,2.0
714,-16.653974489099845,-49.26008717559092,8.0
715,-16.70081884591586,-49.32175541262778,13.0
716,-16.71340970268503,-49.27009873263631,14.0
717,-16.636909531453718,-49.24413282300752,12.0
718,-16.64071690068695,-49.19762862276277,6.0
719,-16.638583213649127,-49.24462789181111,9.0
720,-16.724294772529657,-49.32860813032752,8.0
721,-16.652343946405402,-49.23608530290692,6.0
722,-16.55549111893701,-49.15508821583873,3.0
723,-16.705936762837574,-49.17988468076659,1.0
724,-16.66218407997026,-49.2304327564107,9.0
725,-16.586231747467693,-49.18993648797207,9.0
726,-16.553310726934743,-49.21258351852791,11.0
727,-16.726605215019653,-49.25492413588301,2.0
728,-16.670508447768256,-49.21111694697358,6.0
729,-16.76473121081667,-49.22611695862428,2.0
730,-16.744005540156575,-49.26925114125614,14.0
731,-16.62356884765028,-49.1855921964877,12.0
732,-16.6542363009116,-49.18370798264932,2.0
733,-16.633563864274134,-49.19050121755347,8.0
734,-16.772910886545134,-49.29036150790108,10.0
735,-16.657264045699215,-49.31680699264994,14.0
736,-16.728666311786576,-49.2104356079757,11.0
737,-16.62585224736275,-49.26809441447411,12.0
738,-16.62366581003108,-49.24925727069599,6.0
739,-16.640919619580515,-49.24518108035001,4.0
740,-16.682424058554318,-49.26466132786501,15.0
741,-16.772032652246608,-49.27755437245733,7.0
742,-16.662342232580777,-49.22066443496238,9.0
743,-16.562782112720225,-49.22583443126879,15.0
744,-16.5719405043697,-49.33582191996479,5.0
745,-16.725196834731083,-49.26605013714167,13.0
746,-16.68253888779993,-49.30657610110233,15.0
747,-16.558460398132215,-49.2994947494565,4.0
748,-16.639868529250815,-49.20310724428344,2.0
749,-16.61452232905249,-49.19463306637734,9.0
750,-16.650062099504773,-49.29571661555293,12.0
751,-16.65056926626231,-49.196295222281215,11.0
752,-16.692488805959037,-49.208687446078606,13.0
753,-16.62223726284248,-49.29904079816933,4.0
754,-16.698520204966343,-49.24845623621245,4.0
755,-16.618726225757197,-49.23040800837715,3.0
756,-16.737682128792432,-49.29808923725294,13.0
757,-16.638944988907447,-49.251160993783536,7.0
758,-16.611490996055736,-49.25050430638979,14.0
759,-16.69408019520619,-49.19505420725591,13.0
760,-16.604440388853725,-49.3695877396064,15.0
761,-16.64330262145042,-49.26553507600989,6.0
762,-16.586468913344127,-49.25546141026993,15.0
763,-16.649137598593942,-49.27975066706638,11.0
764,-16.69664739245705,-49.31550767323027,13.0
765,-16.630154293300393,-49.27090345935405,5.0
766,-16.70304972940488,-49.2164849626788,15.0
767,-16.623844445420467,-49.26184369236236,3.0
768,-16.650407643469293,-49.14616672068544,12.0
769,-16.62062561621792,-49.22718293181144,3.0
770,-16.72012018765183,-49.21887473179434,12.0
771,-16.671130758264095,-49.294986281845794,1.0
772,-16.564014286907902,-49.33826163670985,10.0
773,-16.715657981642263,-49.23868355289803,4.0
774,-16.555803675826088,-49.30892442513075,1.0
775,-16.5372349194294,-49.20980548116789,11.0
776,-16.647893752813314,-49.25333675947106,7.0
777,-16.706354097723707,-49.31128307567433,12.0
778,-16.614044661552654,-49.30638409136453,9.0
779,-16.672249037612385,-49.19460443794269,2.0
780,-16.65195503273797,-49.337244047367584,7.0
781,-16.676871909675814,-49.23516295939605,13.0
782,-16.586834990447954,-49.24778572636783,14.0
783,-16.599486805014532,-49.215056543543305,15.0
784,-16.60651620565079,-49.289847840519485,11.0
785,-16.720026216698912,-49.25997273084496,5.0
786,-16.671138945425625,-49.271344474784094,12.0
787,-16.66997869395372,-49.250678599098165,4.0
788,-16.66382403676174,-49.2024290742744,10.0
789,-16.598972411320393,-49.15237936633587,8.0
790,-16.71340752081162,-49.215292516356335,12.0
791,-16.658169155802096,-49.21253724193375,15.0
792,-16.601851514188432,-49.25793361075311,14.0
793,-16.654388517523305,-49.26518392584431,4.0
794,-16.60736291125312,-49.28236093783903,10.0
795,-16.695993512377015,-49.25942105712712,5.0
796,-16.589028437806046,-49.2653328078391,7.0
797,-16.650028686130582,-49.2421651077441,13.0
798,-16.718547147125786,-49.27282736422669,2.0
799,-16.690516500837973,-49.21748920345718,7.0
800,-16.660587921378408,-49.18383090756491,10.0
801,-16.643040905932008,-49.22785527324578,15.0
802,-16.658223237301392,-49.32376048832892,11.0
803,-16.72501281593174,-49.21144269462714,12.0
804,-16.715378077249753,-49.23200840802369,1.0
805,-16.703156971575673,-49.24889663598509,2.0
806,-16.72922385017939,-49.19671480438853,5.0
807,-16.601302970526156,-49.317228336117495,8.0
808,-16.650205916808396,-49.23267624090014,15.0
809,-16.651344882901572,-49.27859570132966,13.0
810,-16.580139617621192,-49.30873724475408,5.0
811,-16.72394108845744,-49.25755645608043,15.0
812,-16.67568022019242,-49.256817342737946,9.0
813,-16.656935481846396,-49.154650318958,15.0
814,-16.690541870402615,-49.21113219035243,13.0
815,-16.65836942752007,-49.2567190289391,7.0
816,-16.66131081358939,-49.19501160987039,4.0
817,-16.62894381908532,-49.34842982612354,6.0
818,-16.686702916781897,-49.301144961022096,6.0
819,-16.620007153991175,-49.29898866105828,12.0
820,-16.693820987351074,-49.257028471953554,14.0
821,-16.706609617724133,-49.174974539757024,6.0
822,-16.588745469341642,-49.388591920744055,9.0
823,-16.642948448231873,-49.22297346925843,7.0
824,-16.734817558189526,-49.29719658173285,15.0
825,-16.66796032819626,-49.17818528072285,15.0
826,-16.675887998492993,-49.2497536419822,3.0
827,-16.735198142773452,-49.234277748711314,14.0
828,-16.619939245746416,-49.34093799678169,4.0
829,-16.63080383482436,-49.260284244475606,6.0
830,-16.647097358608796,-49.32223537366346,15.0
831,-16.613293335550615,-49.2338297778226,3.0
832,-16.59872765742591,-49.28193704804314,13.0
833,-16.774810658978996,-49.273420293250894,3.0
834,-16.743722714034597,-49.129795946632505,15.0
835,-16.768169983808523,-49.19333964179286,11.0
836,-16.644422694743138,-49.24361423302518,7.0
837,-16.633084318362226,-49.12649564168162,2.0
838,-16.638726127363242,-49.27582150404347,3.0
839,-16.649807577202452,-49.27366355355587,3.0
840,-16.686277736136812,-49.25178923510054,2.0
841,-16.69053183099088,-49.27590194928588,1.0
842,-16.730510096827302,-49.28984122963173,10.0
843,-16.69651260595023,-49.26323449290618,15.0
844,-16.682274148303215,-49.30594953328799,1.0
845,-16.663383245068257,-49.206491889737926,3.0
846,-16.64111627194148,-49.29851047845349,10.0
847,-16.71591728331118,-49.29423724599266,2.0
848,-16.65975138468438,-49.28165461726943,12.0
849,-16.69781753909234,-49.19396664201292,9.0
850,-16.617375868568207,-49.33074248707917,11.0
851,-16.569342763362307,-49.32324525375927,6.0
852,-16.620783219367468,-49.26719975608301,1.0
853,-16.628357069058836,-49.25396337100507,13.0
854,-16.61062802754909,-49.21603464588844,9.0
855,-16.676300705896477,-49.232905743217984,2.0
856,-16.61894124233617,-49.33487658761387,13.0
857,-16.57469170371183,-49.34587259884521,4.0
858,-16.6720032418151,-49.27446173609243,8.0
859,-16.67663857006452,-49.22828699383175,12.0
860,-16.681114386713045,-49.21716188947281,1.0
861,-16.660045097193187,-49.16275662408922,7.0
862,-16.69579658484081,-49.22799814905677,9.0
863,-16.729230426057796,-49.34230464903073,13.0
864,-16.65187690801134,-49.3146141327753,8.0
865,-16.687633687802236,-49.32415264330344,3.0
866,-16.61105431244433,-49.23279394877659,13.0
867,-16.67507426016973,-49.117084457750266,9.0
868,-16.646901586265745,-49.245525583035686,3.0
869,-16.68448475322064,-49.34264866595024,12.0
870,-16.61770622892667,-49.2679845670426,14.0
871,-16.61279591207963,-49.227483200477536,1.0
872,-16.6521497468698,-49.14048203306958,11.0
873,-16.52316459602069,-49.2366389948632,3.0
874,-16.637159166281204,-49.16321838154617,5.0
875,-16.584374374704897,-49.195909667017546,14.0
876,-16.683123257650095,-49.324328428936674,2.0
877,-16.766900846921576,-49.31299819010298,4.0
878,-16.75150266398833,-49.31752619526762,14.0
879,-16.65273124930041,-49.29382277317419,5.0
880,-16.658934190478906,-49.371425220665,11.0
881,-16.649476063663197,-49.23262474508439,3.0
882,-16.684136847282993,-49.26228763985411,6.0
883,-16.63336117691041,-49.21510390723163,14.0
884,-16.738500624811344,-49.240424303657726,9.0
885,-16.555794158372382,-49.27754910048109,10.0
886,-16.654510847610556,-49.20703324219776,1.0
887,-16.691133069373848,-49.27827502334002,11.0
888,-16.683634772995994,-49.214474062957,13.0
889,-16.80215527560129,-49.25285672718434,8.0
890,-16.548620075621663,-49.27339944969076,4.0
891,-16.58738629298491,-49.28063041974997,12.0
892,-16.622070801098054,-49.232222882793984,14.0
893,-16.635376380771138,-49.35721077042999,6.0
894,-16.682683873003516,-49.27760959008878,10.0
895,-16.624485617171196,-49.28471347588346,7.0
896,-16.626983674718826,-49.190859292841296,2.0
897,-16.658838445153,-49.17783494513664,2.0
898,-16.654222787526656,-49.21994389255288,10.0
899,-16.696972328753912,-49.138563212250695,10.0
900,-16.719191124264295,-49.31728917193218,3.0
901,-16.59685409823662,-49.24009819830342,5.0
902,-16.654406625583814,-49.24435888601751,4.0
903,-16.581341397912688,-49.29030515626135,11.0
904,-16.714464494957586,-49.21372689472741,4.0
905,-16.580589955437883,-49.146621240704086,2.0
906,-16.62078419992653,-49.22675771629498,4.0
907,-16.71456151036981,-49.22388178398545,11.0
908,-16.586154266228053,-49.27080658883519,11.0
909,-16.641099019128383,-49.2407999922108,9.0
910,-16.711167682319452,-49.21781501445524,5.0
911,-16.68719024293453,-49.24639634663079,4.0
912,-16.648791944220033,-49.21993978840869,12.0
913,-16.622782754293752,-49.24027267933983,7.0
914,-16.614086109750577,-49.26432963371099,4.0
915,-16.657950049990433,-49.200754285412806,7.0
916,-16.660696771432438,-49.26345549850128,13.0
917,-16.616674669246798,-49.28378329882309,7.0
918,-16.81444191794535,-49.19247499452269,3.0
919,-16.64050760785247,-49.205206889223206,2.0
920,-16.52066707553789,-49.19846204039016,10.0
921,-16.699770723536826,-49.214807825383545,13.0
922,-16.671951796566745,-49.261949836566345,12.0
923,-16.654482509602513,-49.28876064190237,6.0
924,-16.578709129497618,-49.297353330389065,15.0
925,-16.68605960190606,-49.29888491419074,3.0
926,-16.660008454897156,-49.28768828166311,6.0
927,-16.626828296870126,-49.25124691037939,11.0
928,-16.66333498607476,-49.33377475441042,7.0
929,-16.640296629433976,-49.28555707087846,4.0
930,-16.504396165343845,-49.293171688801074,2.0
931,-16.704543584845702,-49.35662222298121,4.0
932,-16.60221051396724,-49.30030040925311,5.0
933,-16.575006707612918,-49.24937095860757,10.0
934,-16.7160896182058,-49.27002494127462,4.0
935,-16.659076833713797,-49.29331034735162,11.0
936,-16.6701930807141,-49.25255903255805,10.0
937,-16.59127060733471,-49.3220180124867,11.0
938,-16.75127469405753,-49.27732868165798,1.0
939,-16.62127405202395,-49.21978170737653,15.0
940,-16.674877376051253,-49.292636009796375,14.0
941,-16.621074664604727,-49.29972057309466,11.0
942,-16.60176115472956,-49.24624889844216,4.0
943,-16.602281140786125,-49.30417224888444,13.0
944,-16.600172970607176,-49.13239712606082,11.0
945,-16.642980272176036,-49.29657954807485,1.0
946,-16.692756178749754,-49.20158107361036,10.0
947,-16.66514704587792,-49.29371439997921,12.0
948,-16.632546302380028,-49.24223193540492,8.0
949,-16.65452431169516,-49.25335815517378,10.0
950,-16.59894136607739,-49.23528743068922,5.0
951,-16.698146495513754,-49.27038353546104,4.0
952,-16.727712915676502,-49.28153014754496,2.0
953,-16.6893244216463,-49.2215310911268,13.0
954,-16.62896334869177,-49.322327114852655,6.0
955,-16.606128407651795,-49.22800045328875,4.0
956,-16.757267739437573,-49.26505062030794,8.0
957,-16.653908113843674,-49.22676763680428,6.0
958,-16.661505206655683,-49.31292083079539,9.0
959,-16.65735958359561,-49.259619524876335,9.0
960,-16.69482919209172,-49.30559129088594,8.0
961,-16.628494059183584,-49.25731375652537,1.0
962,-16.704203839514346,-49.27791816655037,2.0
963,-16.64058585538448,-49.25363266146646,14.0
964,-16.622932987918645,-49.26718469197432,14.0
965,-16.61070178930514,-49.2095421378692,13.0
966,-16.68941419687428,-49.38288947999904,1.0
967,-16.56659011637447,-49.24845938997991,1.0
968,-16.56806896715138,-49.17520155067931,2.0
969,-16.619901449041244,-49.24983540688739,10.0
970,-16.63670171129087,-49.2949623670867,15.0
971,-16.59138613852492,-49.312299012495565,14.0
972,-16.57256708848629,-49.33182897907212,6.0
973,-16.660615724911352,-49.252861231036,15.0
974,-16.73059513303134,-49.21466449563368,5.0
975,-16.593348333553678,-49.287863719042136,1.0
976,-16.569323260089845,-49.26143249789569,12.0
977,-16.59598918541392,-49.234736820136895,1.0
978,-16.644495832109214,-49.26492427390336,2.0
979,-16.765469533683508,-49.287000368613086,3.0
980,-16.60354609100007,-49.29170204223953,11.0
981,-16.660442825762384,-49.25098905896236,12.0
982,-16.61875826409302,-49.24108715113592,4.0
983,-16.714620996321283,-49.25540766326735,6.0
984,-16.614038929000735,-49.26499311712847,10.0
985,-16.586153209548215,-49.22937609256255,8.0
986,-16.62354355075858,-49.18228437900919,7.0
987,-16.655821789761717,-49.18565382853745,8.0
988,-16.643082717105088,-49.21107973656085,7.0
989,-16.67646375594524,-49.31652887248063,2.0
990,-16.65918876177557,-49.27426795524702,8.0
991,-16.63671663828385,-49.28220499052816,7.0
992,-16.651768267241316,-49.195608563381306,1.0
993,-16.629547844457154,-49.20901991926341,15.0
994,-16.659333686232774,-49.22560066795944,1.0
995,-16.669726710148144,-49.17879744605223,6.0
996,-16.706269709215142,-49.15901288888956,3.0
997,-16.703837198496867,-49.28458881811715,9.0
998,-16.598561018209313,-49.23227919417256,7.0
999,-16.577732650921345,-49.23990400278949,11.0
1000,-49.37451192220807,1.0,
-16.65638165511412,-49.24568400833469,1
-16.5820510768357,-49.38251486139728,1
-16.722894989948674,-49.38686014568928,1
-16.799429447068473,-49.29456975752555,1
-16.794873779610146,-49.33210649346249,1
-16.643092074776813,-49.30880668893797,1
-16.653773659768678,-49.38242313547088,1
-16.687123230352142,-49.356929722572545,1
-16.62660917831622,-49.28151178017118,1|
-16.551960182737698,-49.37150305411812,1
-16.59606230477764,-49.3999286454052,1
-16.75990727221498,-49.19427207207897,1
-16.550802352034257,-49.18692725094299,1
-16.549255529954504,-49.25496815137479,1
-16.668763269203392,-49.10531515905331,1
-16.68318696035513,-49.3942729371962,1
-16.531550492999934,-49.21765029037993,1
-16.657358839464305,-49.17575922508588,1
-16.56845324220745,-49.29591778002076,1
-16.792540400052598,-49.20089236174924,1
-16.595524011180306,-49.120736255826266,1
-16.656586675298566,-49.36175344377237,1
